# bag_unix_ns,px4_us,x_north_m,y_east_m,z_down_m,vx_mps,vy_mps,vz_mps
1.788595750789173248e+18,1.788595750750298000e+15,-3.727885335683822632e-02,4.289230331778526306e-02,-8.187151551246643066e-01,1.550817163661122322e-03,-2.065018191933631897e-02,-9.003068208694458008e-01
1.788595750808457984e+18,1.788595750809867000e+15,-3.732653334736824036e-02,4.233414679765701294e-02,-8.334509730339050293e-01,9.034654358401894569e-04,-2.286752313375473022e-02,-8.927374482154846191e-01
1.788595750893007616e+18,1.788595750874660000e+15,-3.741350769996643066e-02,4.142626374959945679e-02,-8.552767634391784668e-01,-7.785237539792433381e-05,-2.604048885405063629e-02,-8.831580281257629395e-01
1.788595750912325888e+18,1.788595750927457000e+15,-3.748100623488426208e-02,4.076541960239410400e-02,-8.696466088294982910e-01,-7.190327160060405731e-04,-2.799423784017562866e-02,-8.770406246185302734e-01
1.788595750991490048e+18,1.788595750986864000e+15,-3.761352598667144775e-02,3.971321135759353638e-02,-8.909620642662048340e-01,-1.687644980847835541e-03,-3.060825727880001068e-02,-8.697723150253295898e-01
1.788595751074703616e+18,1.788595751032942000e+15,-3.771477192640304565e-02,3.898191079497337341e-02,-9.050559401512145996e-01,-2.432351699098944664e-03,-3.218012303113937378e-02,-8.652908205986022949e-01
1.788595751094295552e+18,1.788595751097038000e+15,-3.789678215980529785e-02,3.781710565090179443e-02,-9.259851574897766113e-01,-3.373160492628812790e-03,-3.419229388236999512e-02,-8.602634072303771973e-01
1.788595751177924608e+18,1.788595751150062000e+15,-3.802869468927383423e-02,3.702526912093162537e-02,-9.398831725120544434e-01,-4.035987891256809235e-03,-3.525889292359352112e-02,-8.571089506149291992e-01
1.788595751198289408e+18,1.788595751210235000e+15,-3.823311999440193176e-02,3.579768538475036621e-02,-9.605244994163513184e-01,-5.051387008279561996e-03,-3.634716197848320007e-02,-8.531338572502136230e-01
1.788595751277891328e+18,1.788595751269161000e+15,-3.836956247687339783e-02,3.497537225484848022e-02,-9.742229580879211426e-01,-5.601905286312103271e-03,-3.666817024350166321e-02,-8.505704998970031738e-01
1.788595751361381120e+18,1.788595751326111000e+15,-3.857669234275817871e-02,3.374727442860603333e-02,-9.946829676628112793e-01,-6.487925071269273758e-03,-3.663927316665649414e-02,-8.472937345504760742e-01
1.788595751379883264e+18,1.788595751381940000e+15,-3.869449719786643982e-02,3.293602168560028076e-02,-1.008251786231994629e+00,-7.061705924570560455e-03,-3.625519946217536926e-02,-8.449056744575500488e-01
1.788595751464360192e+18,1.788595751443676000e+15,-3.886516764760017395e-02,3.175370767712593079e-02,-1.028519988059997559e+00,-7.834155112504959106e-03,-3.494931012392044067e-02,-8.416845202445983887e-01
1.788595751484252672e+18,1.788595751494390000e+15,-3.897110000252723694e-02,3.099559620022773743e-02,-1.041969656944274902e+00,-8.283755742013454437e-03,-3.359045460820198059e-02,-8.395449519157409668e-01
1.788595751562669824e+18,1.788595751558479000e+15,-3.911590203642845154e-02,2.990458719432353973e-02,-1.062081813812255859e+00,-8.655828423798084259e-03,-3.098807111382484436e-02,-8.381733894348144531e-01
1.788595751642464000e+18,1.788595751607248000e+15,-3.920763358473777771e-02,2.921937406063079834e-02,-1.075473308563232422e+00,-8.877501823008060455e-03,-2.897330000996589661e-02,-8.377852439880371094e-01
1.788595751663397888e+18,1.788595751670294000e+15,-3.932292014360427856e-02,2.828490547835826874e-02,-1.095531582832336426e+00,-9.061221964657306671e-03,-2.532389946281909943e-02,-8.377237319946289062e-01
1.788595751739621888e+18,1.788595751721306000e+15,-3.938888758420944214e-02,2.772350236773490906e-02,-1.108878612518310547e+00,-9.084468707442283630e-03,-2.259235270321369171e-02,-8.370257616043090820e-01
1.788595751758956544e+18,1.788595751780941000e+15,-3.946900740265846252e-02,2.698305808007717133e-02,-1.128843665122985840e+00,-8.901502005755901337e-03,-1.798143796622753143e-02,-8.354794383049011230e-01
1.788595751858118144e+18,1.788595751832377000e+15,-3.948128595948219299e-02,2.657525241374969482e-02,-1.142095327377319336e+00,-8.655675686895847321e-03,-1.481901574879884720e-02,-8.340801596641540527e-01
1.788595751931189504e+18,1.788595751895760000e+15,-3.949970006942749023e-02,2.606949768960475922e-02,-1.161939382553100586e+00,-8.215899579226970673e-03,-9.834165684878826141e-03,-8.327415585517883301e-01
1.788595751954841856e+18,1.788595751950599000e+15,-3.948544338345527649e-02,2.587028779089450836e-02,-1.175113797187805176e+00,-7.691986393183469772e-03,-6.349141709506511688e-03,-8.316124677658081055e-01
1.788595752041452032e+18,1.788595752014293000e+15,-3.944579884409904480e-02,2.569248899817466736e-02,-1.194823265075683594e+00,-6.900702603161334991e-03,-1.211499446071684361e-03,-8.302834033966064453e-01
1.788595752061457152e+18,1.788595752070786000e+15,-3.939227759838104248e-02,2.566693909466266632e-02,-1.207914710044860840e+00,-6.216737907379865646e-03,2.094239927828311920e-03,-8.290823101997375488e-01
1.788595752139604736e+18,1.788595752133667000e+15,-3.926071152091026306e-02,2.576373703777790070e-02,-1.227467656135559082e+00,-5.274110473692417145e-03,6.724943872541189194e-03,-8.276275396347045898e-01
1.788595752221960960e+18,1.788595752186651000e+15,-3.915497288107872009e-02,2.589904330670833588e-02,-1.240471720695495605e+00,-4.635910969227552414e-03,9.497257880866527557e-03,-8.263386487960815430e-01
1.788595752240471296e+18,1.788595752248682000e+15,-3.889886289834976196e-02,2.619964815676212311e-02,-1.259864211082458496e+00,-3.415517741814255714e-03,1.323506236076354980e-02,-8.246270418167114258e-01
1.788595752321357056e+18,1.788595752305054000e+15,-3.869225829839706421e-02,2.644959092140197754e-02,-1.272771477699279785e+00,-2.621642546728253365e-03,1.536488346755504608e-02,-8.231357932090759277e-01
1.788595752398016000e+18,1.788595752368975000e+15,-3.833316639065742493e-02,2.688776329159736633e-02,-1.292091965675354004e+00,-1.417843392118811607e-03,1.808583922684192657e-02,-8.212988376617431641e-01
1.788595752418062848e+18,1.788595752422697000e+15,-3.804513439536094666e-02,2.720407210290431976e-02,-1.304933786392211914e+00,-6.226694677025079727e-04,1.948096603155136108e-02,-8.197272419929504395e-01
1.788595752498253824e+18,1.788595752483474000e+15,-3.758230805397033691e-02,2.771860919892787933e-02,-1.324167251586914062e+00,6.382749415934085846e-04,2.116618677973747253e-02,-8.178009390830993652e-01
1.788595752518770688e+18,1.788595752536598000e+15,-3.723652660846710205e-02,2.808589674532413483e-02,-1.336970210075378418e+00,1.323760021477937698e-03,2.205107174813747406e-02,-8.161797523498535156e-01
1.788595752603896832e+18,1.788595752583111000e+15,-3.665972501039505005e-02,2.864580415189266205e-02,-1.356150627136230469e+00,2.544520422816276550e-03,2.296865545213222504e-02,-8.141220211982727051e-01
1.788595752678947072e+18,1.788595752599111000e+15,-3.626074269413948059e-02,2.902265451848506927e-02,-1.368921399116516113e+00,3.311358625069260597e-03,2.327647805213928223e-02,-8.124224543571472168e-01
1.788595752697681152e+18,1.788595752623111000e+15,-3.560974821448326111e-02,2.955517545342445374e-02,-1.388034224510192871e+00,4.456433001905679703e-03,2.355229668319225311e-02,-8.103216290473937988e-01
1.788595752780019968e+18,1.788595752639111000e+15,-3.516001999378204346e-02,2.989939227700233459e-02,-1.400753498077392578e+00,5.248455796390771866e-03,2.347489818930625916e-02,-8.085218667984008789e-01
1.788595752800467968e+18,1.788595752663111000e+15,-3.447008132934570312e-02,3.038989566266536713e-02,-1.419782996177673340e+00,6.249797530472278595e-03,2.320814505219459534e-02,-8.061606884002685547e-01
1.788595752888275200e+18,1.788595752679111000e+15,-3.399960324168205261e-02,3.071602247655391693e-02,-1.432446002960205078e+00,6.953772157430648804e-03,2.284811809659004211e-02,-8.042576313018798828e-01
1.788595752956583936e+18,1.788595752703111000e+15,-3.327729925513267517e-02,3.120012581348419189e-02,-1.451398134231567383e+00,7.849726825952529907e-03,2.217702753841876984e-02,-8.017594218254089355e-01
1.788595752978971392e+18,1.788595752719111000e+15,-3.277879953384399414e-02,3.147120773792266846e-02,-1.463993787765502930e+00,8.491281419992446899e-03,2.148511074483394623e-02,-7.996572852134704590e-01
1.788595753060643840e+18,1.788595752743111000e+15,-3.203319758176803589e-02,3.183834999799728394e-02,-1.482836246490478516e+00,9.275103919208049774e-03,2.036476135253906250e-02,-7.970954179763793945e-01
1.788595753080520960e+18,1.788595752759111000e+15,-3.152703493833541870e-02,3.204089775681495667e-02,-1.495358705520629883e+00,9.786745533347129822e-03,1.950958184897899628e-02,-7.949687242507934570e-01
1.788595753161121024e+18,1.788595752783111000e+15,-3.075448423624038696e-02,3.227820247411727905e-02,-1.514066576957702637e+00,1.046759635210037231e-02,1.815047860145568848e-02,-7.919953465461730957e-01
1.788595753230557696e+18,1.788595752799111000e+15,-3.024146147072315216e-02,3.240996226668357849e-02,-1.526499748229980469e+00,1.088519673794507980e-02,1.722660474479198456e-02,-7.897013425827026367e-01
1.788595753250399744e+18,1.788595752823111000e+15,-2.943674288690090179e-02,3.253695368766784668e-02,-1.545080304145812988e+00,1.143899094313383102e-02,1.573612913489341736e-02,-7.867230176925659180e-01
1.788595753326537728e+18,1.788595752839111000e+15,-2.888474799692630768e-02,3.257868438959121704e-02,-1.557431578636169434e+00,1.173730753362178802e-02,1.466337777674198151e-02,-7.843372821807861328e-01
1.788595753346354432e+18,1.788595752863111000e+15,-2.803663350641727448e-02,3.257852047681808472e-02,-1.575896263122558594e+00,1.218454912304878235e-02,1.296682283282279968e-02,-7.811866998672485352e-01
1.788595753423147008e+18,1.788595752879111000e+15,-2.747394889593124390e-02,3.253202512860298157e-02,-1.588190317153930664e+00,1.238219439983367920e-02,1.175062917172908783e-02,-7.787923812866210938e-01
1.788595753501711616e+18,1.788595752903111000e+15,-2.663464099168777466e-02,3.239291906356811523e-02,-1.606564402580261230e+00,1.278902404010295868e-02,9.975975379347801208e-03,-7.754564881324768066e-01
1.788595753520647680e+18,1.788595752919111000e+15,-2.608135528862476349e-02,3.223814070224761963e-02,-1.618749260902404785e+00,1.300672255456447601e-02,8.688369765877723694e-03,-7.729074358940124512e-01
1.788595753596611584e+18,1.788595752943111000e+15,-2.526094019412994385e-02,3.196316957473754883e-02,-1.636958479881286621e+00,1.324776001274585724e-02,6.839598063379526138e-03,-7.695239782333374023e-01
1.788595753616289536e+18,1.788595752959111000e+15,-2.471337653696537018e-02,3.173431754112243652e-02,-1.649048805236816406e+00,1.333600282669067383e-02,5.630074068903923035e-03,-7.668591141700744629e-01
1.788595753702179072e+18,1.788595752983111000e+15,-2.389351651072502136e-02,3.134487196803092957e-02,-1.667084336280822754e+00,1.339383050799369812e-02,3.682667622342705727e-03,-7.633618712425231934e-01
1.788595753779226368e+18,1.788595752999111000e+15,-2.335682325065135956e-02,3.106428682804107666e-02,-1.679058790206909180e+00,1.341403182595968246e-02,2.435981063172221184e-03,-7.606597542762756348e-01
1.788595753798277632e+18,1.788595753023111000e+15,-2.247293666005134583e-02,3.056816011667251587e-02,-1.696865916252136230e+00,1.348008587956428528e-02,6.183974910527467728e-04,-7.569202780723571777e-01
1.788595753885977856e+18,1.788595753039111000e+15,-2.187315374612808228e-02,3.020446747541427612e-02,-1.708670258522033691e+00,1.344245579093694687e-02,-5.617931601591408253e-04,-7.540811896324157715e-01
1.788595753905303552e+18,1.788595753063111000e+15,-2.096159942448139191e-02,2.961061708629131317e-02,-1.726271510124206543e+00,1.342479791492223740e-02,-2.337897894904017448e-03,-7.501103281974792480e-01
1.788595753985643520e+18,1.788595753079111000e+15,-2.029108814895153046e-02,2.916862443089485168e-02,-1.737912297248840332e+00,1.347365137189626694e-02,-3.483237465843558311e-03,-7.472050189971923828e-01
1.788595754080349440e+18,1.788595753103111000e+15,-1.928040012717247009e-02,2.847056463360786438e-02,-1.755305051803588867e+00,1.349309645593166351e-02,-5.300919059664011002e-03,-7.432488203048706055e-01
1.788595754081548544e+18,1.788595753119111000e+15,-1.857681386172771454e-02,2.796423062682151794e-02,-1.766853928565979004e+00,1.347386650741100311e-02,-6.452281028032302856e-03,-7.402233481407165527e-01
1.788595754178294528e+18,1.788595753143111000e+15,-1.752654276788234711e-02,2.717553637921810150e-02,-1.784096598625183105e+00,1.349909789860248566e-02,-8.070033043622970581e-03,-7.362272143363952637e-01
1.788595754253478144e+18,1.788595753159111000e+15,-1.680586300790309906e-02,2.661264315247535706e-02,-1.795518994331359863e+00,1.354977581650018692e-02,-9.212940931320190430e-03,-7.332514524459838867e-01
1.788595754272328704e+18,1.788595753183111000e+15,-1.571153663098812103e-02,2.572764828801155090e-02,-1.812540888786315918e+00,1.362024620175361633e-02,-1.066852454096078873e-02,-7.291822433471679688e-01
1.788595754348167936e+18,1.788595753199111000e+15,-1.499135419726371765e-02,2.512690797448158264e-02,-1.823835492134094238e+00,1.367754768580198288e-02,-1.157895009964704514e-02,-7.262166142463684082e-01
1.788595754368216832e+18,1.788595753223111000e+15,-1.388687361031770706e-02,2.420496009290218353e-02,-1.840653777122497559e+00,1.360966544598340988e-02,-1.290232874453067780e-02,-7.221525907516479492e-01
1.788595754454834688e+18,1.788595753239111000e+15,-1.315504312515258789e-02,2.358110435307025909e-02,-1.851802229881286621e+00,1.355682406574487686e-02,-1.373931858688592911e-02,-7.189839482307434082e-01
1.788595754540283648e+18,1.788595753263111000e+15,-1.206558477133512497e-02,2.263454347848892212e-02,-1.868413567543029785e+00,1.340349670499563217e-02,-1.478947140276432037e-02,-7.146796584129333496e-01
1.788595754565366784e+18,1.788595753279111000e+15,-1.134261861443519592e-02,2.199717424809932709e-02,-1.879384636878967285e+00,1.320610381662845612e-02,-1.551715377718210220e-02,-7.115421891212463379e-01
1.788595754650995200e+18,1.788595753303111000e+15,-1.029084715992212296e-02,2.103876695036888123e-02,-1.895744919776916504e+00,1.289567071944475174e-02,-1.648741215467453003e-02,-7.072724103927612305e-01
1.788595754669595904e+18,1.788595753319111000e+15,-9.604480117559432983e-03,2.038948982954025269e-02,-1.906564354896545410e+00,1.277809962630271912e-02,-1.712962985038757324e-02,-7.040916681289672852e-01
1.788595754763028736e+18,1.788595753343111000e+15,-8.616595529019832611e-03,1.940316706895828247e-02,-1.922658085823059082e+00,1.230067294090986252e-02,-1.796599663794040680e-02,-6.996565461158752441e-01
1.788595754835389184e+18,1.788595753359111000e+15,-7.986910641193389893e-03,1.874749176204204559e-02,-1.933328747749328613e+00,1.191074308007955551e-02,-1.845815218985080719e-02,-6.963949799537658691e-01
1.788595754853965312e+18,1.788595753383111000e+15,-7.048778235912322998e-03,1.773579046130180359e-02,-1.949153065681457520e+00,1.136614754796028137e-02,-1.914995722472667694e-02,-6.919482350349426270e-01
1.788595754951830528e+18,1.788595753399111000e+15,-6.455509457737207413e-03,1.707221195101737976e-02,-1.959674954414367676e+00,1.101541798561811447e-02,-1.957934908568859100e-02,-6.887467503547668457e-01
1.788595754955248128e+18,1.788595753423111000e+15,-5.582169629633426666e-03,1.605438068509101868e-02,-1.975300908088684082e+00,1.052689924836158752e-02,-2.015223540365695953e-02,-6.841989755630493164e-01
1.788595755049079040e+18,1.788595753439111000e+15,-5.039172247052192688e-03,1.537444069981575012e-02,-1.985649466514587402e+00,1.015697978436946869e-02,-2.053950168192386627e-02,-6.809465289115905762e-01
1.788595755132936192e+18,1.788595753463111000e+15,-4.284905735403299332e-03,1.435304153710603714e-02,-2.001068115234375000e+00,9.512836113572120667e-03,-2.098733931779861450e-02,-6.764674186706542969e-01
1.788595755153071872e+18,1.788595753479111000e+15,-3.820691956207156181e-03,1.366666518151760101e-02,-2.011301755905151367e+00,8.998762816190719604e-03,-2.119241096079349518e-02,-6.731761693954467773e-01
1.788595755252921600e+18,1.788595753503111000e+15,-3.166494192555546761e-03,1.264918502420186996e-02,-2.026575803756713867e+00,8.240170776844024658e-03,-2.149871364235877991e-02,-6.685342788696289062e-01
1.788595755258945024e+18,1.788595753519111000e+15,-2.760697621852159500e-03,1.197069603949785233e-02,-2.036692857742309570e+00,7.667116820812225342e-03,-2.167837135493755341e-02,-6.652211546897888184e-01
1.788595755347938816e+18,1.788595753543111000e+15,-2.196170389652252197e-03,1.094137225300073624e-02,-2.051762580871582031e+00,6.829088553786277771e-03,-2.190330624580383301e-02,-6.605810523033142090e-01
1.788595755431301120e+18,1.788595753559111000e+15,-1.847880543209612370e-03,1.026033610105514526e-02,-2.061760425567626953e+00,6.250294856727123260e-03,-2.196094952523708344e-02,-6.572089791297912598e-01
1.788595755450870016e+18,1.788595753583111000e+15,-1.355779240839183331e-03,9.222795255482196808e-03,-2.076612234115600586e+00,5.388360470533370972e-03,-2.199184149503707886e-02,-6.524245738983154297e-01
1.788595755541597696e+18,1.788595753599111000e+15,-1.059921225532889366e-03,8.553259074687957764e-03,-2.086442470550537109e+00,4.748586099594831467e-03,-2.197142876684665680e-02,-6.489242315292358398e-01
1.788595755560936448e+18,1.788595753623111000e+15,-6.617930484935641289e-04,7.579840719699859619e-03,-2.101077795028686523e+00,3.803360974416136742e-03,-2.190628647804260254e-02,-6.440448760986328125e-01
1.788595755642062080e+18,1.788595753639111000e+15,-4.109730944037437439e-04,6.938529666513204575e-03,-2.110738754272460938e+00,3.232839284464716911e-03,-2.182853780686855316e-02,-6.406270265579223633e-01
1.788595755722943744e+18,1.788595753663111000e+15,-7.032913708826526999e-05,6.006355863064527512e-03,-2.125183343887329102e+00,2.246591728180646896e-03,-2.162347361445426941e-02,-6.358017921447753906e-01
1.788595755742257664e+18,1.788595753679111000e+15,1.294521498493850231e-04,5.422998685389757156e-03,-2.134695768356323242e+00,1.678226399235427380e-03,-2.149498276412487030e-02,-6.322312951087951660e-01
1.788595755818710528e+18,1.788595753703111000e+15,3.914944827556610107e-04,4.577607382088899612e-03,-2.148877143859863281e+00,7.228413596749305725e-04,-2.119046077132225037e-02,-6.273478269577026367e-01
1.788595755838238464e+18,1.788595753719111000e+15,5.368016427382826805e-04,4.035654943436384201e-03,-2.158255100250244141e+00,1.456296886317431927e-04,-2.098714560270309448e-02,-6.238103508949279785e-01
1.788595755916841984e+18,1.788595753743111000e+15,7.077825139276683331e-04,3.245442640036344528e-03,-2.172202587127685547e+00,-7.943799719214439392e-04,-2.044405415654182434e-02,-6.187928915023803711e-01
1.788595756000785920e+18,1.788595753759111000e+15,7.958438945934176445e-04,2.736962167546153069e-03,-2.181447029113769531e+00,-1.499465317465364933e-03,-2.013994008302688599e-02,-6.152254939079284668e-01
1.788595756020518400e+18,1.788595753783111000e+15,9.030064684338867664e-04,1.999658299610018730e-03,-2.195175170898437500e+00,-2.496307482942938805e-03,-1.959165185689926147e-02,-6.101909875869750977e-01
1.788595756090553344e+18,1.788595753799111000e+15,9.505248162895441055e-04,1.535966759547591209e-03,-2.204261779785156250e+00,-3.078086301684379578e-03,-1.919577084481716156e-02,-6.066074371337890625e-01
1.788595756170606592e+18,1.788595753823111000e+15,9.871560614556074142e-04,8.818944334052503109e-04,-2.217791318893432617e+00,-4.083672072738409042e-03,-1.860813051462173462e-02,-6.015819311141967773e-01
1.788595756189527296e+18,1.788595753839111000e+15,9.910343214869499207e-04,4.955898621119558811e-04,-2.226699352264404297e+00,-4.707439336925745010e-03,-1.814954541623592377e-02,-5.979198217391967773e-01
1.788595756273997568e+18,1.788595753863111000e+15,9.823292493820190430e-04,-4.858051033806987107e-05,-2.239966154098510742e+00,-5.717309657484292984e-03,-1.732806302607059479e-02,-5.913105607032775879e-01
1.788595756275125504e+18,1.788595753879111000e+15,9.727620054036378860e-04,-3.789700276684015989e-04,-2.248703241348266602e+00,-6.325481459498405457e-03,-1.685717701911926270e-02,-5.856966376304626465e-01
1.788595756366896640e+18,1.788595753903111000e+15,9.302441030740737915e-04,-8.126237080432474613e-04,-2.261608362197875977e+00,-7.288274820894002914e-03,-1.606549508869647980e-02,-5.753067731857299805e-01
1.788595756434549504e+18,1.788595753919111000e+15,8.851667516864836216e-04,-1.075479085557162762e-03,-2.270076751708984375e+00,-7.818979211151599884e-03,-1.553505379706621170e-02,-5.669875741004943848e-01
1.788595756454000896e+18,1.788595753943111000e+15,7.871239795349538326e-04,-1.415031263604760170e-03,-2.282482624053955078e+00,-8.675552904605865479e-03,-1.473458856344223022e-02,-5.524358153343200684e-01
1.788595756533292032e+18,1.788595753959111000e+15,7.041775970719754696e-04,-1.617246191017329693e-03,-2.290558099746704102e+00,-9.269738569855690002e-03,-1.417401712387800217e-02,-5.412433743476867676e-01
1.788595756553451264e+18,1.788595753983111000e+15,5.768149276264011860e-04,-1.854355563409626484e-03,-2.302223205566406250e+00,-1.006818376481533051e-02,-1.334215048700571060e-02,-5.223682522773742676e-01
1.788595756630195456e+18,1.788595753999111000e+15,4.822330665774643421e-04,-1.989317126572132111e-03,-2.309725046157836914e+00,-1.062310766428709030e-02,-1.282180193811655045e-02,-5.083312988281250000e-01
1.788595756709353216e+18,1.788595754023111000e+15,3.250637673772871494e-04,-2.155257854610681534e-03,-2.320529460906982422e+00,-1.143453735858201981e-02,-1.191955991089344025e-02,-4.854654967784881592e-01
1.788595756729455616e+18,1.788595754039111000e+15,2.082765859086066484e-04,-2.191019710153341293e-03,-2.327362060546875000e+00,-1.188031956553459167e-02,-1.134515739977359772e-02,-4.689236283302307129e-01
1.788595756809424384e+18,1.788595754063111000e+15,6.558653240062994882e-06,-2.213697647675871849e-03,-2.337113618850708008e+00,-1.264201663434505463e-02,-1.046591997146606445e-02,-4.420797526836395264e-01
1.788595756829882112e+18,1.788595754079111000e+15,-1.491121947765350342e-04,-2.193606924265623093e-03,-2.343223810195922852e+00,-1.309190876781940460e-02,-9.850904345512390137e-03,-4.229346513748168945e-01
1.788595756915631104e+18,1.788595754103111000e+15,-4.228080215398222208e-04,-2.112454967573285103e-03,-2.351734399795532227e+00,-1.367108430713415146e-02,-8.820122107863426208e-03,-3.925523757934570312e-01
1.788595756994238208e+18,1.788595754119111000e+15,-6.216040346771478653e-04,-2.040070947259664536e-03,-2.356998205184936523e+00,-1.411474868655204773e-02,-8.238890208303928375e-03,-3.711043596267700195e-01
1.788595757018961664e+18,1.788595754143111000e+15,-9.650121792219579220e-04,-1.851629698649048805e-03,-2.364086627960205078e+00,-1.492438931018114090e-02,-7.288094144314527512e-03,-3.393404781818389893e-01
1.788595757094092288e+18,1.788595754159111000e+15,-1.204875065013766289e-03,-1.698558102361857891e-03,-2.368363857269287109e+00,-1.537000760436058044e-02,-6.626223213970661163e-03,-3.195098340511322021e-01
1.788595757114873856e+18,1.788595754183111000e+15,-1.579549396410584450e-03,-1.428904593922197819e-03,-2.374164581298828125e+00,-1.599381677806377411e-02,-5.686227232217788696e-03,-2.922680675983428955e-01
1.788595757198398976e+18,1.788595754199111000e+15,-1.840159064158797264e-03,-1.228261389769613743e-03,-2.377656936645507812e+00,-1.640879362821578979e-02,-5.069025792181491852e-03,-2.757857739925384521e-01
1.788595757281662720e+18,1.788595754223111000e+15,-2.246384508907794952e-03,-8.926534210331737995e-04,-2.382393360137939453e+00,-1.701692491769790649e-02,-3.997621592134237289e-03,-2.535508871078491211e-01
1.788595757301028096e+18,1.788595754239111000e+15,-2.528595970943570137e-03,-6.258223438635468483e-04,-2.385163068771362305e+00,-1.738799922168254852e-02,-3.363416530191898346e-03,-2.403447777032852173e-01
1.788595757380992512e+18,1.788595754263111000e+15,-2.964171348139643669e-03,-1.990431337617337704e-04,-2.388985633850097656e+00,-1.789303869009017944e-02,-2.417713170871138573e-03,-2.227359414100646973e-01
1.788595757400668928e+18,1.788595754279111000e+15,-3.265475155785679817e-03,1.195054719573818147e-04,-2.391308784484863281e+00,-1.821983791887760162e-02,-1.842937315814197063e-03,-2.124289721250534058e-01
1.788595757502579968e+18,1.788595754303111000e+15,-3.739792155101895332e-03,6.346328882500529289e-04,-2.394502878189086914e+00,-1.879805885255336761e-02,-9.248184505850076675e-04,-1.991833448410034180e-01
1.788595757580964864e+18,1.788595754319111000e+15,-4.065178334712982178e-03,9.887377964332699776e-04,-2.396512985229492188e+00,-1.913650333881378174e-02,-3.021984011866152287e-04,-1.917882412672042847e-01
1.788595757599596544e+18,1.788595754343111000e+15,-4.570612218230962753e-03,1.542755635455250740e-03,-2.399309873580932617e+00,-1.975014992058277130e-02,6.687055574730038643e-04,-1.824569553136825562e-01
1.788595757694847488e+18,1.788595754359111000e+15,-4.927387926727533340e-03,1.905314740724861622e-03,-2.401097059249877930e+00,-2.011779695749282837e-02,1.214189687743782997e-03,-1.774427294731140137e-01
1.788595757713510912e+18,1.788595754383111000e+15,-5.490621551871299744e-03,2.438652794808149338e-03,-2.403697490692138672e+00,-2.068155072629451752e-02,1.956471242010593414e-03,-1.717762798070907593e-01
1.788595757803170048e+18,1.788595754399111000e+15,-5.897802300751209259e-03,2.778590656816959381e-03,-2.405398368835449219e+00,-2.103738859295845032e-02,2.537820953875780106e-03,-1.690632551908493042e-01
1.788595757875835136e+18,1.788595754423111000e+15,-6.511035375297069550e-03,3.283673897385597229e-03,-2.407966375350952148e+00,-2.150414884090423584e-02,3.294343128800392151e-03,-1.665894836187362671e-01
1.788595757896362240e+18,1.788595754439111000e+15,-6.923130247741937637e-03,3.616295289248228073e-03,-2.409699201583862305e+00,-2.182428725063800812e-02,3.724515670910477638e-03,-1.658664792776107788e-01
1.788595757996277504e+18,1.788595754463111000e+15,-7.534572388976812363e-03,4.114851355552673340e-03,-2.412365436553955078e+00,-2.227910049259662628e-02,4.367929883301258087e-03,-1.662043482065200806e-01
1.788595758064257280e+18,1.788595754479111000e+15,-7.932940497994422913e-03,4.447103012353181839e-03,-2.414210319519042969e+00,-2.253229357302188873e-02,4.775939043611288071e-03,-1.673450320959091187e-01
1.788595758088670464e+18,1.788595754503111000e+15,-8.512921631336212158e-03,4.933953285217285156e-03,-2.417080402374267578e+00,-2.279708534479141235e-02,5.358041264116764069e-03,-1.701688170433044434e-01
1.788595758160815104e+18,1.788595754519111000e+15,-8.895601145923137665e-03,5.253276787698268890e-03,-2.419090986251831055e+00,-2.298545651137828827e-02,5.589354317635297775e-03,-1.726142615079879761e-01
1.788595758180196864e+18,1.788595754543111000e+15,-9.464995004236698151e-03,5.680792499333620071e-03,-2.422239065170288086e+00,-2.328865043818950653e-02,5.887093953788280487e-03,-1.772670894861221313e-01
1.788595758269407488e+18,1.788595754559111000e+15,-9.829354472458362579e-03,5.960040725767612457e-03,-2.424443483352661133e+00,-2.342349290847778320e-02,6.098429206758737564e-03,-1.810490787029266357e-01
1.788595758336127488e+18,1.788595754583111000e+15,-1.035443227738142014e-02,6.373113486915826797e-03,-2.427920579910278320e+00,-2.364518493413925171e-02,6.398702505975961685e-03,-1.872805804014205933e-01
1.788595758359297536e+18,1.788595754599111000e+15,-1.067104749381542206e-02,6.617748178541660309e-03,-2.430346727371215820e+00,-2.367981523275375366e-02,6.540291942656040192e-03,-1.917968690395355225e-01
1.788595758442509056e+18,1.788595754623111000e+15,-1.113348919898271561e-02,6.973323877900838852e-03,-2.434188127517700195e+00,-2.373577095568180084e-02,6.717696320265531540e-03,-1.988177597522735596e-01
1.788595758466252288e+18,1.788595754639111000e+15,-1.142071560025215149e-02,7.196681108325719833e-03,-2.436885595321655273e+00,-2.378417365252971649e-02,6.834361236542463303e-03,-2.034201323986053467e-01
1.788595758543096832e+18,1.788595754663111000e+15,-1.185061968863010406e-02,7.540315389633178711e-03,-2.441086053848266602e+00,-2.363450452685356140e-02,7.088208571076393127e-03,-2.101946473121643066e-01
1.788595758618815232e+18,1.788595754679111000e+15,-1.214048173278570175e-02,7.771478500217199326e-03,-2.443997859954833984e+00,-2.370472624897956848e-02,7.184685673564672470e-03,-2.143522053956985474e-01
1.788595758640642048e+18,1.788595754703111000e+15,-1.255315728485584259e-02,8.129091002047061920e-03,-2.448486566543579102e+00,-2.367282845079898834e-02,7.261653896421194077e-03,-2.199334353208541870e-01
